Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;NANCY;87141002;TOULOUSE MATABIAU;87611004;1;Tarif Réglementé;169.76;169.76
TGV INOUI;LE MANS;87396002;VITRE;87471508;1;Tarif Réglementé;46.32;46.32
TGV INOUI;RUFFEC CHARENTE;87583849;LIBOURNE;87584052;2;Tarif Réglementé;29.29;29.29
TGV INOUI;POITIERS;87575001;ALBERTVILLE;87741645;1;Tarif Elève - Etudiant - Apprenti;42.0;42.0
TGV INOUI;LILLE EUROPE;87223263;BAYONNE;87673004;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;NANTES;87481002;AIX LES BAINS - LE REVARD;87741132;1;Tarif Réglementé;169.76;169.76
TGV INOUI;MANTES LA JOLIE;87381509;LISIEUX;87444265;1;Tarif Réglementé;46.32;46.32
TGV INOUI;SURGERES;87485227;CHATELLERAULT;87575142;2;Tarif Réglementé;29.29;29.29
TGV INOUI;PORNICHET;87481747;LYON PERRACHE;87722025;1;Tarif Elève - Etudiant - Apprenti;42.0;42.0
TGV INOUI;LILLE EUROPE;87223263;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;LORIENT;87476002;CHAMPAGNE-ARDENNE;87171926;1;Tarif Réglementé;169.86;169.86
TGV INOUI;MANTES LA JOLIE TGV;87514596;LISIEUX;87444265;1;Tarif Réglementé;46.32;46.32
TGV INOUI;AVIGNON CENTRE;87765008;AGDE;87781278;2;Tarif Normal;13.3;29.5
TGV INOUI;QUIMPERLE;87476317;LILLE EUROPE;87223263;1;Tarif Elève - Etudiant - Apprenti;42.0;42.0
TGV INOUI;LILLE FLANDRES;87286005;BAYONNE;87673004;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;VANNES;87476606;CHAMPAGNE-ARDENNE;87171926;1;Tarif Réglementé;169.86;169.86
TGV INOUI;NIMES;87775007;NARBONNE;87781104;1;Tarif Réglementé;46.32;46.32
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;BELLEGARDE GARE;87745000;2;Tarif Normal;13.3;29.5
TGV INOUI;RENNES;87471003;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Elève - Etudiant - Apprenti;42.0;42.0
TGV INOUI;LILLE FLANDRES;87286005;HENDAYE;87677005;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;BORDEAUX ST JEAN;87581009;DOUAI;87345009;1;Tarif Avantage;21.5;170.0
TGV INOUI;ANTIBES;87757674;VERSAILLES CHANTIERS;87393009;1;Tarif Elève - Etudiant - Apprenti;46.8;46.8
TGV INOUI;CONFLANS FIN D'OISE;87381459;ROUEN RIVE DROITE;87411017;2;Tarif Réglementé;19.05;29.8
TGV INOUI;RIVES;87747246;LILLE EUROPE;87223263;1;Tarif Elève - Etudiant - Apprenti;42.0;42.0
TGV INOUI;LILLE FLANDRES;87286005;MARSEILLE BLANCARDE;87751081;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;LE HAVRE;87413013;MARSEILLE BLANCARDE;87751081;1;Tarif Avantage;21.5;170.0
TGV INOUI;NICE VILLE;87756056;MASSY TGV;87393702;1;Tarif Elève - Etudiant - Apprenti;46.8;46.8
TGV INOUI;CONFLANS FIN D'OISE TGV;87514604;ROUEN RIVE DROITE;87411017;2;Tarif Réglementé;19.05;29.8
TGV INOUI;SAUMUR;87487603;AVIGNON CENTRE;87765008;1;Tarif Elève - Etudiant - Apprenti;42.0;42.0
TGV INOUI;LISON;87447219;BOURG ST MAURICE;87741793;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;BREST;87474007;ANNEMASSE;87745497;1;Tarif Avantage;25.0;170.0
TGV INOUI;NIORT;87485300;CHATELLERAULT;87575142;1;Tarif Normal;13.2;47.0
TGV INOUI;MACON LOCHE TGV;87725705;AIX LES BAINS - LE REVARD;87741132;2;Tarif Réglementé;23.61;29.8
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;LILLE EUROPE;87223263;1;Tarif Elève - Etudiant - Apprenti;42.0;42.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;ST PIERRE DES CORPS;87571240;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;LILLE EUROPE;87223263;ST RAPHAEL VALESCURE;87757526;1;Tarif Avantage;25.0;170.0
TGV INOUI;AIME LA PLAGNE;87741769;AIX LES BAINS - LE REVARD;87741132;1;Tarif Normal;14.3;47.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;ORANGE;87765107;2;Tarif Réglementé;29.8;29.8
TGV INOUI;STRASBOURG;87212027;ANGOULEME;87583005;1;Tarif Elève - Etudiant - Apprenti;42.0;42.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;DOUAI;87345009;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;LILLE FLANDRES;87286005;CANNES;87757625;1;Tarif Avantage;25.0;170.0
TGV INOUI;AVIGNON CENTRE;87765008;ST PERAY;87761494;1;Tarif Normal;14.3;47.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;ORANGE;87765107;2;Tarif Réglementé;29.8;29.8
TGV INOUI;STRASBOURG;87212027;MARSEILLE BLANCARDE;87751081;1;Tarif Elève - Etudiant - Apprenti;42.0;42.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;TGV HAUTE PICARDIE;87313882;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;LILLE FLANDRES;87286005;TOULON;87755009;1;Tarif Avantage;25.0;170.0
TGV INOUI;CHERBOURG;87444877;CAEN;87444000;1;Tarif Normal;14.3;47.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;SELESTAT;87214056;2;Tarif Avantage;10.5;30.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;SALLANCHES-COMBLOUX-MEGEVE;87746438;1;Tarif Elève - Etudiant - Apprenti;42.0;42.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;ARRAS;87342014;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;LES ARCS DRAGUIGNAN;87755447;1;Tarif Avantage;25.0;170.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;ORANGE;87765107;1;Tarif Normal;14.3;47.0
TGV INOUI;BEZIERS;87781005;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Avantage;10.5;30.0
TGV INOUI;TOUL;87141044;LES ARCS DRAGUIGNAN;87755447;1;Tarif Elève - Etudiant - Apprenti;42.0;42.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;DOUAI;87345009;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;ST RAPHAEL VALESCURE;87757526;1;Tarif Avantage;25.0;170.0
TGV INOUI;LYON PERRACHE;87722025;EVIAN LES BAINS;87745679;1;Tarif Avantage;15.5;47.0
TGV INOUI;MASSY TGV;87393702;MARNE LA VALLEE CHESSY;87111849;2;Tarif Avantage;10.5;30.0
TGV INOUI;TOUL;87141044;ST RAPHAEL VALESCURE;87757526;1;Tarif Elève - Etudiant - Apprenti;42.0;42.0
TGV INOUI;MORLAIX;87474338;ALBERTVILLE;87741645;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;DOUAI;87345009;REDON;87471300;1;Tarif Normal;31.0;170.0
TGV INOUI;MONTAUBAN VILLE BOURBON;87611244;NARBONNE;87781104;1;Tarif Avantage;15.5;47.0
TGV INOUI;LYON PERRACHE;87722025;ANNECY;87746008;2;Tarif Normal;13.3;30.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;MARSEILLE BLANCARDE;87751081;1;Tarif Elève - Etudiant - Apprenti;42.0;42.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;ST BRIEUC;87473009;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;POITIERS;87575001;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31.0;170.0
TGV INOUI;DIJON VILLE;87713040;FRASNE;87715136;1;Tarif Normal;27.0;47.0
TGV INOUI;LA BAULE ESCOUBLAC;87481754;SABLE SUR SARTHE;87396408;2;Tarif Avantage;14.3;30.0
TGV INOUI;ANNECY;87746008;BOURG EN BRESSE;87743005;1;Tarif Réglementé;42.16;42.16
TGV INOUI;NANCY;87141002;MARSEILLE BLANCARDE;87751081;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;RENNES;87471003;DOUAI;87345009;1;Tarif Normal;31.0;170.0
TGV INOUI;ANGERS ST LAUD;87484006;REDON;87471300;1;Tarif Réglementé;47.33;47.33
TGV INOUI;LIBOURNE;87584052;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Avantage;15.5;30.0
TGV INOUI;BIGANOS FACTURE;87582478;BAYONNE;87673004;1;Tarif Réglementé;42.16;42.16
TGV INOUI;NANTES;87481002;AIME LA PLAGNE;87741769;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;MONTELIMAR GARE SNCF;87764001;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;170.27;170.27
TGV INOUI;MIRAMAS;87753004;MONTELIMAR GARE SNCF;87764001;1;Tarif Réglementé;47.33;47.33
TGV INOUI;AIX EN PROVENCE TGV;87319012;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;CHALON SUR SAONE;87725002;ECOLE VALENTIN;87710731;1;Tarif Réglementé;42.16;42.16
TGV INOUI;NANTES;87481002;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;MONTELIMAR GARE SNCF;87764001;MASSY PALAISEAU;87393579;1;Tarif Réglementé;170.27;170.27
TGV INOUI;NICE VILLE;87756056;TOULON;87755009;1;Tarif Réglementé;47.33;47.33
TGV INOUI;AIX EN PROVENCE TGV;87319012;TGV HAUTE PICARDIE;87313882;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;LYON PERRACHE;87722025;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Réglementé;42.16;42.16
TGV INOUI;NANTES;87481002;ST MICHEL VALLOIRE;87742361;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;MONTELIMAR GARE SNCF;87764001;MASSY TGV;87393702;1;Tarif Réglementé;170.27;170.27
TGV INOUI;CLUSES  74;87746370;MACON LOCHE TGV;87725705;1;Tarif Avantage;11.9;48.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;VENDOME VILLIERS SUR LOIR;87571216;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;ST BRIEUC;87473009;VITRE;87471508;1;Tarif Réglementé;42.16;42.16
TGV INOUI;NICE VILLE;87756056;PARIS NORD;87271007;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;ORANGE;87765107;VERSAILLES CHANTIERS;87393009;1;Tarif Réglementé;170.27;170.27
TGV INOUI;BOURG EN BRESSE;87743005;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Avantage;15.5;48.0
TGV INOUI;AIX LES BAINS - LE REVARD;87741132;AURAY;87476200;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;LYON PART DIEU;87723197;MONTELIMAR GARE SNCF;87764001;1;Tarif Avantage;11.9;43.0
TGV INOUI;NIMES;87775007;LILLE EUROPE;87223263;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Réglementé;170.77;170.77
TGV INOUI;NIMES;87775007;VALENCE VILLE;87761007;1;Tarif Avantage;15.5;48.0
TGV INOUI;AIX LES BAINS - LE REVARD;87741132;REDON;87471300;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;MONTELIMAR GARE SNCF;87764001;SETE;87773200;1;Tarif Avantage;11.9;43.0
TGV INOUI;PARIS GARE DE LYON;87686006;MENTON;87756486;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;NIMES PONT DU GARD;87703975;1;Tarif Réglementé;170.77;170.77
TGV INOUI;AIME LA PLAGNE;87741769;REDON;87471300;1;Tarif Elève - Etudiant - Apprenti;48.0;48.0
TGV INOUI;ARRAS;87342014;TOULON;87755009;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;TOULON;87755009;MONACO MONTE CARLO;87756403;1;Tarif Avantage;11.9;43.0
TGV INOUI;STRASBOURG;87212027;NICE VILLE;87756056;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;ANGOULEME;87583005;ARRAS;87342014;1;Tarif Réglementé;170.77;170.77
TGV INOUI;BEZIERS;87781005;LILLE EUROPE;87223263;1;Tarif Elève - Etudiant - Apprenti;48.0;48.0
TGV INOUI;BEZIERS;87781005;DOUAI;87345009;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;ARLES;87753657;LE TEIL;87764472;1;Tarif Normal;13.2;43.0
TGV INOUI;TOUL;87141044;TOULOUSE MATABIAU;87611004;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;LAVAL;87478404;ST AVRE - LA CHAMBRE;87741306;1;Tarif Réglementé;170.77;170.77
TGV INOUI;CLUSES  74;87746370;VANNES;87476606;1;Tarif Elève - Etudiant - Apprenti;48.0;48.0
TGV INOUI;BEZIERS;87781005;TGV HAUTE PICARDIE;87313882;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;REDON;87471300;VITRE;87471508;1;Tarif Normal;13.2;43.0
TGV INOUI;VALOGNES;87447284;AIME LA PLAGNE;87741769;1;Tarif Elève - Etudiant - Apprenti;45.0;45.0
TGV INOUI;LILLE EUROPE;87223263;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Réglementé;170.77;170.77
TGV INOUI;GUINGAMP;87473207;ST MICHEL VALLOIRE;87742361;1;Tarif Elève - Etudiant - Apprenti;48.0;48.0
TGV INOUI;BOURG ST MAURICE;87741793;REDON;87471300;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;AIX LES BAINS - LE REVARD;87741132;SALLANCHES-COMBLOUX-MEGEVE;87746438;1;Tarif Normal;14.3;43.0
TGV INOUI;CONFLANS FIN D'OISE TGV;87514604;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;45.3;45.3
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;NIMES PONT DU GARD;87703975;1;Tarif Réglementé;170.77;170.77
TGV INOUI;LA ROCHE SUR FORON;87746305;LORIENT;87476002;1;Tarif Elève - Etudiant - Apprenti;48.0;48.0
TGV INOUI;CANNES;87757625;MARNE LA VALLEE CHESSY;87111849;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;BREST;87474007;LAMBALLE;87473108;1;Tarif Avantage;15.5;43.0
TGV INOUI;LYON PERRACHE;87722025;LONS LE SAUNIER;87718239;1;Tarif Réglementé;45.3;45.3
TGV INOUI;MASSY TGV;87393702;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Réglementé;170.77;170.77
TGV INOUI;LA ROCHE SUR FORON;87746305;MORLAIX;87474338;1;Tarif Elève - Etudiant - Apprenti;48.0;48.0
TGV INOUI;CANNES;87757625;PARIS GARE DE LYON;87686006;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;JUVISY;87545244;VIERZON VILLE;87576009;1;Tarif Avantage;15.5;43.0
TGV INOUI;LORIENT;87476002;STRASBOURG;87212027;1;Tarif Elève - Etudiant - Apprenti;45.8;45.8
TGV INOUI;MASSY TGV;87393702;NIMES;87775007;1;Tarif Réglementé;170.77;170.77
TGV INOUI;LANDRY;87741777;LORIENT;87476002;1;Tarif Elève - Etudiant - Apprenti;48.0;48.0
TGV INOUI;CANNES;87757625;PARIS NORD;87271007;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;JUVISY TGV;87496695;VIERZON VILLE;87576009;1;Tarif Avantage;15.5;43.0
TGV INOUI;FUTUROSCOPE;87324095;LIBOURNE;87584052;1;Tarif Avantage;8.5;46.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Réglementé;170.77;170.77
TGV INOUI;LILLE EUROPE;87223263;AGDE;87781278;1;Tarif Elève - Etudiant - Apprenti;48.0;48.0
TGV INOUI;CARCASSONNE;87615286;DOUAI;87345009;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;LES ARCS DRAGUIGNAN;87755447;1;Tarif Réglementé;43.17;43.17
TGV INOUI;TOURS;87571000;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Normal;10.2;46.0
TGV INOUI;NIMES;87775007;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Réglementé;170.77;170.77
TGV INOUI;LILLE FLANDRES;87286005;NARBONNE;87781104;1;Tarif Elève - Etudiant - Apprenti;48.0;48.0
TGV INOUI;CARCASSONNE;87615286;LILLE EUROPE;87223263;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;SAUMUR;87487603;NANTES;87481002;1;Tarif Réglementé;43.17;43.17
TGV INOUI;AIX EN PROVENCE TGV;87319012;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Avantage;11.9;46.0
TGV INOUI;NIMES PONT DU GARD;87703975;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Réglementé;170.77;170.77
TGV INOUI;ST BRIEUC;87473009;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Elève - Etudiant - Apprenti;48.0;48.0
TGV INOUI;CARENTAN;87447243;BOURG ST MAURICE;87741793;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;ANGOULEME;87583005;BORDEAUX ST JEAN;87581009;1;Tarif Avantage;11.9;44.0
TGV INOUI;DUNKERQUE;87281006;ARRAS;87342014;1;Tarif Normal;13.2;46.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Réglementé;170.77;170.77
TGV INOUI;JUVISY TGV;87496695;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;48.34;48.34
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;AURAY;87476200;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;CASTELNAUDARY;87615039;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Avantage;11.9;44.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;SALLANCHES-COMBLOUX-MEGEVE;87746438;1;Tarif Normal;14.3;46.0
TGV INOUI;ROUEN RIVE DROITE;87411017;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Réglementé;170.77;170.77
TGV INOUI;MACON LOCHE TGV;87725705;ANNECY;87746008;1;Tarif Réglementé;48.34;48.34
TGV INOUI;COLMAR;87182014;ANTIBES;87757674;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;MONTELIMAR GARE SNCF;87764001;1;Tarif Avantage;11.9;44.0
TGV INOUI;GRENOBLE;87747006;ANNECY;87746008;1;Tarif Normal;14.3;46.0
TGV INOUI;MASSY PALAISEAU;87393579;ANNEMASSE;87745497;1;Tarif Avantage;21.5;171.0
TGV INOUI;MANTES LA JOLIE TGV;87514596;CONFLANS FIN D'OISE TGV;87514604;1;Tarif Réglementé;48.34;48.34
TGV INOUI;DOUAI;87345009;SETE;87773200;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;LILLE FLANDRES;87286005;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;13.2;44.0
TGV INOUI;MANTES LA JOLIE;87381509;ROUEN RIVE DROITE;87411017;1;Tarif Normal;15.0;46.0
TGV INOUI;MASSY TGV;87393702;THONON LES BAINS;87745646;1;Tarif Avantage;21.5;171.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;MANTES LA JOLIE;87381509;1;Tarif Réglementé;48.34;48.34
TGV INOUI;DUNKERQUE;87281006;BOURG ST MAURICE;87741793;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;AIX LES BAINS - LE REVARD;87741132;1;Tarif Normal;13.2;44.0
TGV INOUI;MANTES LA JOLIE TGV;87514596;ROUEN RIVE DROITE;87411017;1;Tarif Normal;15.0;46.0
TGV INOUI;PARIS GARE DE LYON;87686006;ALBERTVILLE;87741645;1;Tarif Avantage;21.5;171.0
TGV INOUI;VANNES;87476606;VITRE;87471508;1;Tarif Réglementé;48.34;48.34
TGV INOUI;DUNKERQUE;87281006;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;TOURS;87571000;LES AUBRAIS;87543017;1;Tarif Normal;13.2;44.0
TGV INOUI;AVIGNON CENTRE;87765008;BEZIERS;87781005;1;Tarif Avantage;15.5;46.0
TGV INOUI;PARIS GARE DE LYON;87686006;THONON LES BAINS;87745646;1;Tarif Avantage;21.5;171.0
TGV INOUI;NANCY;87141002;IS SUR TILLE;87713859;1;Tarif Avantage;4.9;49.0
TGV INOUI;HENDAYE;87677005;LILLE EUROPE;87223263;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;THONON LES BAINS;87745646;1;Tarif Avantage;15.5;44.0
TGV INOUI;BOURG EN BRESSE;87743005;SALLANCHES-COMBLOUX-MEGEVE;87746438;1;Tarif Avantage;15.5;46.0
TGV INOUI;VERSAILLES CHANTIERS;87393009;EVIAN LES BAINS;87745679;1;Tarif Avantage;21.5;171.0
TGV INOUI;LES AUBRAIS;87543017;LA SOUTERRAINE;87592378;1;Tarif Avantage;8.5;49.0
TGV INOUI;LA ROCHE SUR FORON;87746305;VANNES;87476606;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;BOURG EN BRESSE;87743005;1;Tarif Avantage;15.5;44.0
TGV INOUI;DOLE VILLE;87713412;MONTBARD;87713131;1;Tarif Normal;26.0;46.0
TGV INOUI;VERSAILLES CHANTIERS;87393009;THONON LES BAINS;87745646;1;Tarif Avantage;21.5;171.0
TGV INOUI;POITIERS;87575001;LIBOURNE;87584052;1;Tarif Avantage;10.0;49.0
TGV INOUI;LANDRY;87741777;NANTES;87481002;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LYON PERRACHE;87722025;1;Tarif Réglementé;44.19;44.19
TGV INOUI;ANGERS ST LAUD;87484006;LA ROCHE SUR YON;87486019;1;Tarif Réglementé;46.32;46.32
TGV INOUI;FONTAINEBLEAU AVON;87682211;LYON PART DIEU;87723197;1;Tarif Normal;29.5;171.0
TGV INOUI;PERPIGNAN;87784009;TOULOUSE MATABIAU;87611004;1;Tarif Avantage;11.9;49.0
TGV INOUI;LANDRY;87741777;POITIERS;87575001;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;LYON PART DIEU;87723197;ANNECY;87746008;1;Tarif Réglementé;44.19;44.19
TGV INOUI;LE MANS;87396002;ANCENIS;87481192;1;Tarif Réglementé;46.32;46.32
TGV INOUI;LYON PERRACHE;87722025;MELUN;87682005;1;Tarif Normal;29.5;171.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;LYON PERRACHE;87722025;1;Tarif Avantage;11.9;49.0
TGV INOUI;LAVAL;87478404;AIX EN PROVENCE TGV;87319012;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;LYON PERRACHE;87722025;ANNECY;87746008;1;Tarif Réglementé;44.19;44.19
TGV INOUI;NARBONNE;87781104;NIMES PONT DU GARD;87703975;1;Tarif Réglementé;46.32;46.32
TGV INOUI;AGEN;87586008;BEAUNE;87713545;1;Tarif Réglementé;171.79;171.79
TGV INOUI;MARSEILLE BLANCARDE;87751081;MONACO MONTE CARLO;87756403;1;Tarif Avantage;15.5;49.0
TGV INOUI;LAVAL;87478404;AVIGNON TGV;87318964;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;ORANGE;87765107;1;Tarif Réglementé;44.19;44.19
TGV INOUI;CANNES;87757625;MASSY TGV;87393702;1;Tarif Elève - Etudiant - Apprenti;46.8;46.8
TGV INOUI;AVIGNON TGV;87318964;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Réglementé;171.79;171.79
TGV INOUI;ORTHEZ;87672253;LIBOURNE;87584052;1;Tarif Avantage;15.5;49.0
TGV INOUI;LE HAVRE;87413013;MARSEILLE ST CHARLES;87751008;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;PERPIGNAN;87784009;SETE;87773200;1;Tarif Réglementé;44.19;44.19
TGV INOUI;LES ARCS DRAGUIGNAN;87755447;MASSY TGV;87393702;1;Tarif Elève - Etudiant - Apprenti;46.8;46.8
TGV INOUI;DUNKERQUE;87281006;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Réglementé;171.79;171.79
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ROUEN RIVE DROITE;87411017;1;Tarif Réglementé;49.36;49.36
TGV INOUI;LILLE EUROPE;87223263;BAYONNE;87673004;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;BREAUTE BEUZEVILLE;87413344;MANTES LA JOLIE TGV;87514596;1;Tarif Avantage;11.9;45.0
TGV INOUI;NICE VILLE;87756056;VERSAILLES CHANTIERS;87393009;1;Tarif Elève - Etudiant - Apprenti;46.8;46.8
TGV INOUI;LILLE FLANDRES;87286005;ANNEMASSE;87745497;1;Tarif Réglementé;171.79;171.79
TGV INOUI;ANGERS ST LAUD;87484006;LA BAULE ESCOUBLAC;87481754;1;Tarif Réglementé;49.36;49.36
TGV INOUI;LILLE FLANDRES;87286005;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;BREAUTE BEUZEVILLE;87413344;MASSY TGV;87393702;1;Tarif Avantage;11.9;45.0
TGV INOUI;MACON LOCHE TGV;87725705;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Avantage;11.9;47.0
TGV INOUI;LILLE FLANDRES;87286005;BELLEGARDE GARE;87745000;1;Tarif Réglementé;171.79;171.79
TGV INOUI;DIJON VILLE;87713040;NEUFCHATEAU;87141291;1;Tarif Réglementé;49.36;49.36
TGV INOUI;MARSEILLE BLANCARDE;87751081;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;30.0;30.0
TGV INOUI;LE MANS;87396002;NANTES;87481002;1;Tarif Avantage;11.9;45.0
TGV INOUI;MACON VILLE;87725689;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Avantage;11.9;47.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;MARSEILLE ST CHARLES;87751008;1;Tarif Réglementé;171.79;171.79
TGV INOUI;LE TEIL;87764472;MARSEILLE ST CHARLES;87751008;1;Tarif Réglementé;49.36;49.36
